id,name,count,url,related
eb3c021d-e056-42d6-8fad-064205a90527,Femtanyl,8,https://musicbrainz.org/artist/eb3c021d-e056-42d6-8fad-064205a90527,/artist/eb3c021d-e056-42d6-8fad-064205a90527
56abaa47-0101-463b-b37e-e961136fec39,Venetian Snares,7,https://musicbrainz.org/artist/56abaa47-0101-463b-b37e-e961136fec39,/artist/56abaa47-0101-463b-b37e-e961136fec39
2d3fce56-b69f-4385-a2e4-0a70fbf5f2ee,Bong‐Ra,6,https://musicbrainz.org/artist/2d3fce56-b69f-4385-a2e4-0a70fbf5f2ee,/artist/2d3fce56-b69f-4385-a2e4-0a70fbf5f2ee
eb0cf932-29f0-4e42-a866-2440b18dc182,goreshit,6,https://musicbrainz.org/artist/eb0cf932-29f0-4e42-a866-2440b18dc182,/artist/eb0cf932-29f0-4e42-a866-2440b18dc182
04022043-8507-4471-80af-efa140162727,Renard,6,https://musicbrainz.org/artist/04022043-8507-4471-80af-efa140162727,/artist/04022043-8507-4471-80af-efa140162727
15d9d22a-7b7f-4ab8-84a6-b770f6643066,Ruby My Dear,5,https://musicbrainz.org/artist/15d9d22a-7b7f-4ab8-84a6-b770f6643066,/artist/15d9d22a-7b7f-4ab8-84a6-b770f6643066
aec46991-e896-4c1f-80cc-aed97b0cdc73,Igorrr,4,https://musicbrainz.org/artist/aec46991-e896-4c1f-80cc-aed97b0cdc73,/artist/aec46991-e896-4c1f-80cc-aed97b0cdc73
a9382ec2-acf3-44c3-b773-cc4b5a746236,NANORAY,4,https://musicbrainz.org/artist/a9382ec2-acf3-44c3-b773-cc4b5a746236,/artist/a9382ec2-acf3-44c3-b773-cc4b5a746236
33b1695b-0b35-4e22-b1d4-be4971fb71ba,Sewerslvt,4,https://musicbrainz.org/artist/33b1695b-0b35-4e22-b1d4-be4971fb71ba,/artist/33b1695b-0b35-4e22-b1d4-be4971fb71ba
d39a0f4b-6e72-4b7b-8055-1ffcbfc5f02c,Astrophysics,3,https://musicbrainz.org/artist/d39a0f4b-6e72-4b7b-8055-1ffcbfc5f02c,/artist/d39a0f4b-6e72-4b7b-8055-1ffcbfc5f02c
4d39325c-b065-4162-9db2-e987e27d16f1,Ayane Fukumi,3,https://musicbrainz.org/artist/4d39325c-b065-4162-9db2-e987e27d16f1,/artist/4d39325c-b065-4162-9db2-e987e27d16f1
