id,name,count,url,related
f07dbc2f-317b-470f-bad4-5f1b0eb6faf1,Caetano Veloso,10,https://musicbrainz.org/artist/f07dbc2f-317b-470f-bad4-5f1b0eb6faf1,/artist/f07dbc2f-317b-470f-bad4-5f1b0eb6faf1
fc63a914-272d-4b95-9221-61adcce6f793,Gal Costa,5,https://musicbrainz.org/artist/fc63a914-272d-4b95-9221-61adcce6f793,/artist/fc63a914-272d-4b95-9221-61adcce6f793
cf6b70f6-2616-481c-912c-0263cabfc974,Gilberto Gil,4,https://musicbrainz.org/artist/cf6b70f6-2616-481c-912c-0263cabfc974,/artist/cf6b70f6-2616-481c-912c-0263cabfc974
1bfa27e3-0376-4206-a772-4586e25a64f5,Milton Nascimento,4,https://musicbrainz.org/artist/1bfa27e3-0376-4206-a772-4586e25a64f5,/artist/1bfa27e3-0376-4206-a772-4586e25a64f5
3a5d1cc7-627e-48ea-aba3-fdd20d782c33,Chico Buarque,3,https://musicbrainz.org/artist/3a5d1cc7-627e-48ea-aba3-fdd20d782c33,/artist/3a5d1cc7-627e-48ea-aba3-fdd20d782c33
19499124-36d4-4ccc-b28d-04dde3d2076f,Jorge Ben Jor,2,https://musicbrainz.org/artist/19499124-36d4-4ccc-b28d-04dde3d2076f,/artist/19499124-36d4-4ccc-b28d-04dde3d2076f
b3998c06-04e6-4b1d-bd2a-d5b83572ae7b,Maria Bethânia,2,https://musicbrainz.org/artist/b3998c06-04e6-4b1d-bd2a-d5b83572ae7b,/artist/b3998c06-04e6-4b1d-bd2a-d5b83572ae7b
751e517d-9663-4692-8c20-942e16d484c5,Djavan,2,https://musicbrainz.org/artist/751e517d-9663-4692-8c20-942e16d484c5,/artist/751e517d-9663-4692-8c20-942e16d484c5
5a30bc52-c51c-48ca-8deb-265517f6352e,João Tostes,2,https://musicbrainz.org/artist/5a30bc52-c51c-48ca-8deb-265517f6352e,/artist/5a30bc52-c51c-48ca-8deb-265517f6352e
f3580347-b84a-47d8-b86e-cad642322a47,Vanessa da Mata,2,https://musicbrainz.org/artist/f3580347-b84a-47d8-b86e-cad642322a47,/artist/f3580347-b84a-47d8-b86e-cad642322a47
7b543eba-995a-4c30-a37e-f8cac424f167,Novos Baianos,2,https://musicbrainz.org/artist/7b543eba-995a-4c30-a37e-f8cac424f167,/artist/7b543eba-995a-4c30-a37e-f8cac424f167
e9e85a54-074c-4d29-a886-bcaaa9d44f9f,Elis Regina,2,https://musicbrainz.org/artist/e9e85a54-074c-4d29-a886-bcaaa9d44f9f,/artist/e9e85a54-074c-4d29-a886-bcaaa9d44f9f
3c12ecf2-91da-4d4a-8462-e4d5d9e273e7,Maria Rita,2,https://musicbrainz.org/artist/3c12ecf2-91da-4d4a-8462-e4d5d9e273e7,/artist/3c12ecf2-91da-4d4a-8462-e4d5d9e273e7
40c3dbd1-66c8-4c12-b673-f22d52177b45,14 Bis,1,https://musicbrainz.org/artist/40c3dbd1-66c8-4c12-b673-f22d52177b45,/artist/40c3dbd1-66c8-4c12-b673-f22d52177b45
f8acb7ed-c9ff-4f99-8ca0-d190f5818268,Vania Abreu,1,https://musicbrainz.org/artist/f8acb7ed-c9ff-4f99-8ca0-d190f5818268,/artist/f8acb7ed-c9ff-4f99-8ca0-d190f5818268
51bde19b-feed-4e6c-99e7-84327defabe2,Alcione,1,https://musicbrainz.org/artist/51bde19b-feed-4e6c-99e7-84327defabe2,/artist/51bde19b-feed-4e6c-99e7-84327defabe2
b2708660-8bac-47e1-87a0-aaafa17b2c54,Bebeto Alves,1,https://musicbrainz.org/artist/b2708660-8bac-47e1-87a0-aaafa17b2c54,/artist/b2708660-8bac-47e1-87a0-aaafa17b2c54
603975de-6e78-4e47-9670-5cb72fd3dfa3,Beatriz Andrade,1,https://musicbrainz.org/artist/603975de-6e78-4e47-9670-5cb72fd3dfa3,/artist/603975de-6e78-4e47-9670-5cb72fd3dfa3
59b2057f-5a0c-4ce1-a404-5de1ffdbc012,Leny Andrade,1,https://musicbrainz.org/artist/59b2057f-5a0c-4ce1-a404-5de1ffdbc012,/artist/59b2057f-5a0c-4ce1-a404-5de1ffdbc012
eb361c4f-d21f-4291-bc39-a26b061208bd,Marina Aquino,1,https://musicbrainz.org/artist/eb361c4f-d21f-4291-bc39-a26b061208bd,/artist/eb361c4f-d21f-4291-bc39-a26b061208bd
23751694-aad0-45f7-b3bf-bdade42466f6,Jorge Aragão,1,https://musicbrainz.org/artist/23751694-aad0-45f7-b3bf-bdade42466f6,/artist/23751694-aad0-45f7-b3bf-bdade42466f6
27aadd58-a2a2-4df4-8167-d806be0f9146,Guilherme Arantes,1,https://musicbrainz.org/artist/27aadd58-a2a2-4df4-8167-d806be0f9146,/artist/27aadd58-a2a2-4df4-8167-d806be0f9146
bafc346c-8c25-4e94-b9dd-5e0183db32c8,José Augusto,1,https://musicbrainz.org/artist/bafc346c-8c25-4e94-b9dd-5e0183db32c8,/artist/bafc346c-8c25-4e94-b9dd-5e0183db32c8
