rank,title,videoId,views,dailyViews,url
1,Indila - Dernière Danse (Clip Officiel),K5KAc5CoCuk,1244359674,466162,https://youtube.com/watch?v=K5KAc5CoCuk
2,Willy William - Ego (Clip Officiel),iOxzG3jjFkY,1106038974,387626,https://youtube.com/watch?v=iOxzG3jjFkY
3,Stromae - papaoutai (Official Video),oiKj0Z_Xnjc,1086835230,279728,https://youtube.com/watch?v=oiKj0Z_Xnjc
4,Aya Nakamura - Djadja (Clip officiel),iPGgnzc34tY,996936403,112757,https://youtube.com/watch?v=iPGgnzc34tY
5,L'Algérino - Les Menottes,Fvw4vOXyBPU,763322002,74529,https://youtube.com/watch?v=Fvw4vOXyBPU
6,"GIMS, Maluma - Hola Señorita (Maria) [Official Video]",4j725wScY0E,624925365,92624,https://youtube.com/watch?v=4j725wScY0E
7,GIMS - Bella (Clip officiel),rMltoD1jCGI,622307213,82293,https://youtube.com/watch?v=rMltoD1jCGI
8,GIMS - Sapés comme jamais (Clip officiel) ft. Niska,4bPGxLxogvw,621744890,89984,https://youtube.com/watch?v=4bPGxLxogvw
9,Aya Nakamura - Copines (Clip officiel),EkGiGf8utCM,598552707,181434,https://youtube.com/watch?v=EkGiGf8utCM
10,VEGEDREAM - RAMENEZ LA COUPE A LA MAISON,RHb5LKnnxLg,580989017,110485,https://youtube.com/watch?v=RHb5LKnnxLg
11,Bande Organisée - SCH / Kofs / Jul / Naps / Soso Maness / Elams / Solda / Houari // Clip Officiel,-CVn3-3g_BI,543347152,79215,https://youtube.com/watch?v=-CVn3-3g_BI
12,Lartiste - Chocolat feat. Awa Imani (Clip Officiel),NuXaPB_KWg8,532787554,43508,https://youtube.com/watch?v=NuXaPB_KWg8
13,GIMS - Est-ce que tu m'aimes ? (Clip officiel),6TpyRE_juyA,511159456,188801,https://youtube.com/watch?v=6TpyRE_juyA
14,MAGIC SYSTEM - Magic In The Air Feat. Chawki [Clip Officiel],BAkqJT_sMKQ,490384838,123248,https://youtube.com/watch?v=BAkqJT_sMKQ
15,Khaled - C'Est La Vie,5dWeeUIZFgA,474750209,90763,https://youtube.com/watch?v=5dWeeUIZFgA
16,Stromae - Alors on danse (Official Video),VHoT4N43jK8,474262205,230966,https://youtube.com/watch?v=VHoT4N43jK8
17,"La Reine des Neiges - Libérée, délivrée I Disney",wQP9XZc2Y_c,470677497,48454,https://youtube.com/watch?v=wQP9XZc2Y_c
18,Lartiste – Mafiosa feat. Caroliina (Clip Officiel),S6baf8BqKDI,468399615,53225,https://youtube.com/watch?v=S6baf8BqKDI
19,Stromae - tous les mêmes (Official Video),CAMWdvo71ls,456849904,135763,https://youtube.com/watch?v=CAMWdvo71ls
20,KIDS UNITED - On Ecrit Sur Les Murs (Clip Officiel),VV5oVYVGfNc,441832171,61454,https://youtube.com/watch?v=VV5oVYVGfNc
21,Indila - Tourner Dans Le Vide (Official Music Video),vtNJMAyeP0s,431759862,199011,https://youtube.com/watch?v=vtNJMAyeP0s
22,Marwa Loud - Bad Boy (Clip Officiel),JIoj1RYvz1Y,424210022,66123,https://youtube.com/watch?v=JIoj1RYvz1Y
23,Kendji Girac - Andalouse (Clip Officiel),FndmvPkI1Ms,421015296,43046,https://youtube.com/watch?v=FndmvPkI1Ms
24,Soolking feat. Ouled El Bahdja - Liberté [Clip Officiel] Prod by Katakuree,CTAH-AqYm48,411946074,82868,https://youtube.com/watch?v=CTAH-AqYm48
25,Niska - Réseaux (Clip Officiel),tul6zYBp9tA,392387271,58758,https://youtube.com/watch?v=tul6zYBp9tA
26,Indila - Love Story (Official Music Video),DF3XjEhJ40Y,385224094,261780,https://youtube.com/watch?v=DF3XjEhJ40Y
27,Stromae - Formidable (ceci n'est pas une leçon),S_xH7noaqTA,376147711,135755,https://youtube.com/watch?v=S_xH7noaqTA
