rank,title,videoId,views,dailyViews,url
1,Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song),pRpeEdMmmQ0,4150877146,760015,https://youtube.com/watch?v=pRpeEdMmmQ0
2,Katy Perry - Roar,CevxZvSJLk8,4096712338,596180,https://youtube.com/watch?v=CevxZvSJLk8
3,Katy Perry - Dark Horse ft. Juicy J,0KSOMA3QBU0,3900002358,1091078,https://youtube.com/watch?v=0KSOMA3QBU0
4,Taylor Swift - Blank Space,e-ORhEE9VVg,3580452054,580033,https://youtube.com/watch?v=e-ORhEE9VVg
5,Taylor Swift - Shake It Off,nfWlot6h_JM,3529711368,395808,https://youtube.com/watch?v=nfWlot6h_JM
6,FROZEN | Let It Go Sing-along | Official Disney UK,L0MK7qz13bU,3476244080,562720,https://youtube.com/watch?v=L0MK7qz13bU
7,Adele - Hello (Official Music Video),YQHsXMglC9A,3186111127,170688,https://youtube.com/watch?v=YQHsXMglC9A
8,Dua Lipa - New Rules (Official Music Video),k2qgadSvNyU,3111830839,280146,https://youtube.com/watch?v=k2qgadSvNyU
9,Shakira - Chantaje (Official Video) ft. Maluma,6Mgqbai3fKo,3024538190,290271,https://youtube.com/watch?v=6Mgqbai3fKo
10,Fifth Harmony - Work from Home (Official Video) ft. Ty Dolla $ign,5GL9JoH4Sws,2932772360,365729,https://youtube.com/watch?v=5GL9JoH4Sws
11,Sia - Chandelier (Official Video),2vjPBrBU-TM,2788479681,409289,https://youtube.com/watch?v=2vjPBrBU-TM
12,Natti Natasha ❌ Ozuna - Criminal [Official Video],VqEbCxg2bNI,2679641098,413331,https://youtube.com/watch?v=VqEbCxg2bNI
13,Meghan Trainor - All About That Bass (Official Video),7PCkvCPvDXk,2654766352,250764,https://youtube.com/watch?v=7PCkvCPvDXk
14,Adele - Rolling in the Deep (Official Music Video),rYEDA3JcQqw,2625644382,427243,https://youtube.com/watch?v=rYEDA3JcQqw
15,Christina Perri - A Thousand Years [Official Music Video],rtOvBOTyX00,2580208147,617744,https://youtube.com/watch?v=rtOvBOTyX00
16,"Becky G, Bad Bunny - Mayores (Official Video)",GMFewiplIbw,2508105363,373793,https://youtube.com/watch?v=GMFewiplIbw
17,Jennifer Lopez - On The Floor ft. Pitbull,t4H_Zoh7G5A,2481421081,687876,https://youtube.com/watch?v=t4H_Zoh7G5A
18,Rihanna - Diamonds,lWA2pjMjpBs,2393963820,258135,https://youtube.com/watch?v=lWA2pjMjpBs
19,Ellie Goulding - Love Me Like You Do (Official Video),AJtDXIazrMo,2359950644,160277,https://youtube.com/watch?v=AJtDXIazrMo
20,Fifth Harmony - Worth It (Official Video) ft. Kid Ink,YBHQbu5rbdQ,2327438917,335433,https://youtube.com/watch?v=YBHQbu5rbdQ
21,Ariana Grande ft. Nicki Minaj - Side To Side (Official Video) ft. Nicki Minaj,SXiSVQZLje8,2284563321,340405,https://youtube.com/watch?v=SXiSVQZLje8
22,Adele - Someone Like You (Official Music Video),hLQl3WQQoQ0,2276513784,355066,https://youtube.com/watch?v=hLQl3WQQoQ0
23,BLACKPINK - ‘뚜두뚜두 (DDU-DU DDU-DU)’ M/V,IHNzOHi8sJs,2271765670,371876,https://youtube.com/watch?v=IHNzOHi8sJs
24,"Becky G, NATTI NATASHA - Sin Pijama (Official Video)",zEf423kYfqk,2249293682,228735,https://youtube.com/watch?v=zEf423kYfqk
25,"ROSALÍA, J Balvin - Con Altura (Official Video) ft. El Guincho",p7bfOZek9t4,2211167202,191272,https://youtube.com/watch?v=p7bfOZek9t4
26,TONES AND I - DANCE MONKEY (OFFICIAL VIDEO),q0hyYWKXF0Q,2205745115,309923,https://youtube.com/watch?v=q0hyYWKXF0Q
27,"Billie Eilish, Khalid - lovely",V1Pl8CzNzCw,2163977132,334180,https://youtube.com/watch?v=V1Pl8CzNzCw
28,BLACKPINK - 'Kill This Love' M/V,2S24-y0Ij3Y,2054925929,497005,https://youtube.com/watch?v=2S24-y0Ij3Y
29,"Jessie J - Bang Bang ft. Ariana Grande, Nicki Minaj",0HDdjwpPM3Y,2043805028,217091,https://youtube.com/watch?v=0HDdjwpPM3Y
30,Camila Cabello - Havana (Audio) ft. Young Thug,HCjNJDNzw8Y,2016174300,73236,https://youtube.com/watch?v=HCjNJDNzw8Y
31,Sia - Cheap Thrills (Official Lyric Video) ft. Sean Paul,nYh-n7EOtMA,1920168795,158114,https://youtube.com/watch?v=nYh-n7EOtMA
32,Lady Gaga - Bad Romance (Official Music Video),qrO4YZeyl0I,1900003495,421340,https://youtube.com/watch?v=qrO4YZeyl0I
33,4 Non Blondes - What's Up (Official Music Video),6NXnxTNIWkc,1882629233,449453,https://youtube.com/watch?v=6NXnxTNIWkc
34,P!nk - Just Give Me A Reason ft. Nate Ruess,OpQFFLBMEPI,1869185888,636569,https://youtube.com/watch?v=OpQFFLBMEPI
35,BLACKPINK - 'How You Like That' DANCE PERFORMANCE VIDEO,32si5cfrCNc,1777841668,872684,https://youtube.com/watch?v=32si5cfrCNc
36,BLACKPINK - '붐바야 (BOOMBAYAH)' M/V,bwmSjveL3Lc,1759614101,315511,https://youtube.com/watch?v=bwmSjveL3Lc
37,"Lady Gaga, Bradley Cooper - Shallow (from A Star Is Born) (Official Music Video)",bo_efYhYU2A,1737426349,559956,https://youtube.com/watch?v=bo_efYhYU2A
38,Whitney Houston - I Will Always Love You (Official 4K Video),3JWTaaS7LdU,1717962034,721682,https://youtube.com/watch?v=3JWTaaS7LdU
39,Carly Rae Jepsen - Call Me Maybe,fWNaR-rxAic,1696475484,305388,https://youtube.com/watch?v=fWNaR-rxAic
40,52 GAJ KA DAMAN | PRANJAL DAHIYA | AMAN JAJI | RENUKA PANWAR  | MUKESH JAJI | SAHIL SANDHU,CZt-rVn2BJs,1679622103,201561,https://youtube.com/watch?v=CZt-rVn2BJs
41,HA-ASH - Lo Aprendí de Ti (Primera Fila - Hecho Realidad [En Vivo]),Uws510cVia4,1669760851,477628,https://youtube.com/watch?v=Uws510cVia4
42,Taylor Swift - You Belong With Me,VuNIsY6JdUw,1660947910,226188,https://youtube.com/watch?v=VuNIsY6JdUw
43,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",xTlNMmZKwpA,1658200362,176646,https://youtube.com/watch?v=xTlNMmZKwpA
44,Taylor Swift - Bad Blood ft. Kendrick Lamar,QcIy9NiNbmo,1645452139,100794,https://youtube.com/watch?v=QcIy9NiNbmo
45,Beyoncé - Halo,bnVUHWCynig,1642559295,805534,https://youtube.com/watch?v=bnVUHWCynig
46,"Vaaste Song: Dhvani Bhanushali, Tanishk Bagchi | Nikhil D'Souza | Bhushan Kumar | Radhika R, Vinay S",BBAyRBTfsOU,1641869233,202349,https://youtube.com/watch?v=BBAyRBTfsOU
47,The Cranberries - Zombie (Official Music Video),6Ejga4kJUts,1641468207,506021,https://youtube.com/watch?v=6Ejga4kJUts
48,Ellie Goulding - Burn (Official Video),CGyEd0aKWZE,1604342940,119460,https://youtube.com/watch?v=CGyEd0aKWZE
49,"Laung Laachi Title Song | Mannat Noor | Ammy Virk, Neeru Bajwa,Amberdeep | Latest Punjabi Song 2018",YpkJO_GrCo0,1577688054,210183,https://youtube.com/watch?v=YpkJO_GrCo0
50,"KAROL G, Nicki Minaj - Tusa (Official Video)",tbneQDc2H3I,1560940557,188646,https://youtube.com/watch?v=tbneQDc2H3I
51,"Thalia, NATTI NATASHA - No Me Acuerdo (Official Video)",iQEVguV71sI,1559248237,195399,https://youtube.com/watch?v=iQEVguV71sI
52,Katy Perry - Last Friday Night (T.G.I.F.) (Official Music Video),KlyXNRrsk4A,1535950156,169942,https://youtube.com/watch?v=KlyXNRrsk4A
53,Shakira - Hips Don't Lie (Official 4K Video) ft. Wyclef Jean,DUT5rEU6pqM,1533400340,525988,https://youtube.com/watch?v=DUT5rEU6pqM
54,Taylor Swift - Look What You Made Me Do,3tmd-ClpJxA,1522150466,118700,https://youtube.com/watch?v=3tmd-ClpJxA
55,Katy Perry - Firework (Official Music Video),QGJuMBdaqIw,1505125075,228752,https://youtube.com/watch?v=QGJuMBdaqIw
56,Cyndi Lauper - Girls Just Want To Have Fun (Official Video),PIb6AZdTr-A,1497582476,527445,https://youtube.com/watch?v=PIb6AZdTr-A
57,Evanescence - Bring Me To Life (Official HD Music Video),3YxaaGgTQYM,1493066602,577188,https://youtube.com/watch?v=3YxaaGgTQYM
58,Ariana Grande - 7 rings (Official Video),QYh6mYIJG2Y,1465826075,298147,https://youtube.com/watch?v=QYh6mYIJG2Y
59,Lady Gaga - Poker Face (Official Music Video),bESGLojNYSo,1451203609,843180,https://youtube.com/watch?v=bESGLojNYSo
60,LP - Lost On You (Live),wDjeBNv6ip0,1444908907,269417,https://youtube.com/watch?v=wDjeBNv6ip0
61,Ariana Grande - Problem ft. Iggy Azalea,iS1g8G_njx8,1434173043,114840,https://youtube.com/watch?v=iS1g8G_njx8
62,Rihanna - Work (Explicit) ft. Drake,HL1UzIK-flA,1428838210,99241,https://youtube.com/watch?v=HL1UzIK-flA
63,BLACKPINK - '마지막처럼 (AS IF IT'S YOUR LAST)' M/V,Amq-qlqbjYA,1426754681,269402,https://youtube.com/watch?v=Amq-qlqbjYA
64,"DILBAR Lyrical | Satyameva Jayate |John Abraham, Nora Fatehi,Tanishk B, Neha Kakkar,Dhvani, Ikka",JFcgOboQZ08,1392385375,464221,https://youtube.com/watch?v=JFcgOboQZ08
65,Auli'i Cravalho - How Far I'll Go (from Moana/Official Video),cPAbx5kgCJo,1392317851,299858,https://youtube.com/watch?v=cPAbx5kgCJo
66,KAROL G - BICHOTA (Official Video),QaXhVryxVBk,1380768472,219047,https://youtube.com/watch?v=QaXhVryxVBk
67,Katy Perry - Bon Appétit (Official) ft. Migos,dPI-mRFEIH0,1362618163,129900,https://youtube.com/watch?v=dPI-mRFEIH0
68,Shakira - Can't Remember to Forget You (Official Video) ft. Rihanna,o3mP3mJDL2k,1361081216,127831,https://youtube.com/watch?v=o3mP3mJDL2k
69,Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video),KWZGAExj-es,1359044482,126621,https://youtube.com/watch?v=KWZGAExj-es
70,Mile Ho Tum - Reprise Version | Neha Kakkar | Tony Kakkar | Fever | Gaurav Jang,N2-HsIYd0Go,1354493542,106905,https://youtube.com/watch?v=N2-HsIYd0Go
71,Shakira - La La La (Brazil 2014) ft. Carlinhos Brown,7-7knsP2n5w,1332503435,55483,https://youtube.com/watch?v=7-7knsP2n5w
72,BLACKPINK - 'How You Like That' M/V,ioNng23DkIM,1316001981,152339,https://youtube.com/watch?v=ioNng23DkIM
73,Billie Eilish - bad guy,DyDfgMOUjCI,1302773267,76948,https://youtube.com/watch?v=DyDfgMOUjCI
74,Katy Perry - Hot N Cold (Official Music Video),kTHNpusq654,1274633647,373387,https://youtube.com/watch?v=kTHNpusq654
75,"KAROL G, Shakira - TQG (Official Video)",jZGpkLElSu8,1266285570,694594,https://youtube.com/watch?v=jZGpkLElSu8
76,"SIMMBA: Aankh Marey Lyrical | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi, Mika Singh,Neha,Kumar S",vu5-aKf_QqA,1253340969,79623,https://youtube.com/watch?v=vu5-aKf_QqA
77,Indila - Dernière Danse (Clip Officiel),K5KAc5CoCuk,1244359674,466162,https://youtube.com/watch?v=K5KAc5CoCuk
78,Ariana Grande - no tears left to cry (Official Video),ffxKSjUwKdU,1234908701,128857,https://youtube.com/watch?v=ffxKSjUwKdU
79,"KAROL G, Anuel AA - Culpables (Official Video)",xfdG6vwIGGU,1217811897,202669,https://youtube.com/watch?v=xfdG6vwIGGU
80,Miley Cyrus - Wrecking Ball (Official Video),My2FRPA3Gf8,1215873838,52380,https://youtube.com/watch?v=My2FRPA3Gf8
81,Ariana Grande - Break Free (Official Video) ft. Zedd,L8eRzOYhLuw,1211109026,66067,https://youtube.com/watch?v=L8eRzOYhLuw
82,Amy Winehouse - Back To Black,TJAfLE39ZZ8,1208588477,371755,https://youtube.com/watch?v=TJAfLE39ZZ8
83,Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video],zDo0H8Fm7d0,1204372539,93386,https://youtube.com/watch?v=zDo0H8Fm7d0
84,Tove Lo - Habits (Stay High) - Hippie Sabotage Remix,SYM-RJwSGQ8,1184342754,248929,https://youtube.com/watch?v=SYM-RJwSGQ8
85,Iggy Azalea - Fancy ft. Charli XCX,O-zpOMYRi0w,1182494365,149677,https://youtube.com/watch?v=O-zpOMYRi0w
86,Bonnie Tyler - Total Eclipse of the Heart (Turn Around) (Official Video),lcOxhH8N3Bo,1164810773,400415,https://youtube.com/watch?v=lcOxhH8N3Bo
87,Rihanna - Stay ft. Mikky Ekko,JF8BRvqGCNs,1159175992,94534,https://youtube.com/watch?v=JF8BRvqGCNs
