rank,title,videoId,views,dailyViews,url
1,Ricky Martin - Vente Pa' Ca (Official Video) ft. Maluma,iOe6dI2JhgU,1932598600,151163,https://youtube.com/watch?v=iOe6dI2JhgU
2,Sam Smith - I'm Not The Only One (Official Music Video),nCkpzqqog4k,1753247511,62041,https://youtube.com/watch?v=nCkpzqqog4k
3,Sam Smith - Too Good At Goodbyes,J_ub7Etch2U,1521173155,221092,https://youtube.com/watch?v=J_ub7Etch2U
4,George Michael - Careless Whisper (Official Video),izGwDsrQ1eQ,1358323790,534662,https://youtube.com/watch?v=izGwDsrQ1eQ
5,Lil Nas X - Old Town Road (Official Video) ft. Billy Ray Cyrus,r7qovpFAGrQ,1340829514,353767,https://youtube.com/watch?v=r7qovpFAGrQ
6,Ricky Martin - La Mordidita (Official Video) ft. Yotuel,lBztnahrOFw,1336733141,120415,https://youtube.com/watch?v=lBztnahrOFw
7,R.E.M. - Losing My Religion (Official HD Music Video),xwtdhWltSIg,1312146929,241466,https://youtube.com/watch?v=xwtdhWltSIg
8,Sam Smith - Stay With Me (Official Music Video),pB-5XG-DbAA,1226253027,104959,https://youtube.com/watch?v=pB-5XG-DbAA
9,Calum Scott - You Are The Reason (Official Video),ShZ978fBl6Y,1176086711,435276,https://youtube.com/watch?v=ShZ978fBl6Y
10,Wham! - Last Christmas (Official Video),E8gmARGvPlI,1001082883,54025,https://youtube.com/watch?v=E8gmARGvPlI
11,Raymix - Oye Mujer,qqqMyxv5al4,954339548,152675,https://youtube.com/watch?v=qqqMyxv5al4
12,"Sam Smith, Normani - Dancing With A Stranger (Official Music Video)",av5JD1dfj_c,890207928,337176,https://youtube.com/watch?v=av5JD1dfj_c
13,Pablo Alboran - Donde Está El Amor ft. Jesse & Joy (Videoclip oficial),POP9_phDB2g,855330708,246765,https://youtube.com/watch?v=POP9_phDB2g
14,Culture Club - Karma Chameleon (Official Music Video),JmcA9LIIXWw,812689934,243489,https://youtube.com/watch?v=JmcA9LIIXWw
15,Elton John - Sacrifice,NrLkTZrPZA4,781583099,241520,https://youtube.com/watch?v=NrLkTZrPZA4
16,Lil Nas X - Old Town Road (Official Movie) ft. Billy Ray Cyrus,w2Ov5jzm3j8,715483484,49971,https://youtube.com/watch?v=w2Ov5jzm3j8
17,Pablo Alborán - Solamente Tú (Videoclip Oficial),F0rwOsAteXM,664021373,85069,https://youtube.com/watch?v=F0rwOsAteXM
18,"Calum Scott, Leona Lewis - You Are The Reason (Duet Version)",ByfFurjQDb0,634590592,79556,https://youtube.com/watch?v=ByfFurjQDb0
19,"Elton John, Dua Lipa - Cold Heart (PNAU Remix) (Official Video)",qod03PVTLqk,601889905,246192,https://youtube.com/watch?v=qod03PVTLqk
20,Lil Nas X - MONTERO (Call Me By Your Name) (Official Video),6swmTBVI83k,598713318,106684,https://youtube.com/watch?v=6swmTBVI83k
21,Lil Nas X - Old Town Road (feat. Billy Ray Cyrus) [Remix],7ysFgElQtjI,587999308,6319,https://youtube.com/watch?v=7ysFgElQtjI
22,Ricky Martin - Livin' La Vida Loca (Official Video),p47fEXGabaY,553551977,171675,https://youtube.com/watch?v=p47fEXGabaY
23,Calum Scott - Dancing On My Own (Official Video),q31tGyBJhRY,547659723,77265,https://youtube.com/watch?v=q31tGyBJhRY
24,Wham! - Wake Me Up Before You Go-Go (Official Video),pIgZ7gMze7A,511464777,115549,https://youtube.com/watch?v=pIgZ7gMze7A
25,Savage Garden - Truly Madly Deeply,WQnAxOQxQIU,505931245,100578,https://youtube.com/watch?v=WQnAxOQxQIU
26,Sam Smith - Lay Me Down (Official Music Video),HaMq2nn5ac0,494673166,35804,https://youtube.com/watch?v=HaMq2nn5ac0
27,Lil Nas X - Panini (Official Video),bXcSLI58-h8,492805111,40998,https://youtube.com/watch?v=bXcSLI58-h8
28,"Lil Nas X, Jack Harlow - INDUSTRY BABY (Official Video)",UTHLKHL_whs,491520246,81157,https://youtube.com/watch?v=UTHLKHL_whs
29,Pablo Alborán - Saturno (Videoclip Oficial),yBAx5nBdJqU,482648956,374365,https://youtube.com/watch?v=yBAx5nBdJqU
30,Pabllo Vittar - K.O. (Videoclipe Oficial),3L5D8by1AtI,418025774,31593,https://youtube.com/watch?v=3L5D8by1AtI
31,Sam Smith - How Do You Sleep? (Official Music Video),PmYypVozQb4,393549557,50615,https://youtube.com/watch?v=PmYypVozQb4
32,"Sam Smith - Fire On Fire (From ""Watership Down"")",vk_xq1P7vIU,384468298,166648,https://youtube.com/watch?v=vk_xq1P7vIU
33,Pabllo Vittar - Corpo Sensual (feat. Mateus Carrilho) (Videoclipe Oficial),q6Lw6k7k9Rk,350742624,19342,https://youtube.com/watch?v=q6Lw6k7k9Rk
34,Years & Years - King (Official Video),g_uoH6hJilc,318608031,74541,https://youtube.com/watch?v=g_uoH6hJilc
35,Pablo Alborán - Saturno (Lyric Video),5Ipg_Aof1SM,308263585,66566,https://youtube.com/watch?v=5Ipg_Aof1SM
36,Pablo Alboran - Quién (Videoclip oficial),lvfyf7R8NVg,307099951,17583,https://youtube.com/watch?v=lvfyf7R8NVg
37,Pablo Alborán - Recuérdame (Videoclip oficial),hGCUETIaPyI,292422168,56804,https://youtube.com/watch?v=hGCUETIaPyI
38,Sam Smith - Writing's On The Wall (from Spectre) (Official Music Video),8jzDnsjYv9A,278789214,27428,https://youtube.com/watch?v=8jzDnsjYv9A
39,"Sam Smith, Kim Petras - Unholy (Official Music Video)",Uq9gPaIzbe8,274551316,102632,https://youtube.com/watch?v=Uq9gPaIzbe8
40,Savage Garden - I Knew I Loved You (Official Video),jjnmICxvoVY,273970980,126969,https://youtube.com/watch?v=jjnmICxvoVY
41,Lil Nas X - HOLIDAY (Official Video),9vMLTcftlyI,264638490,30268,https://youtube.com/watch?v=9vMLTcftlyI
42,Ricky Martin - María (Official Video),vCEvCXuglqo,237152830,55685,https://youtube.com/watch?v=vCEvCXuglqo
43,Elton John - I'm Still Standing,ZHwVBirqD2s,234979875,87921,https://youtube.com/watch?v=ZHwVBirqD2s
44,ILOVEMAKONNEN (FEAT. DRAKE) - TUESDAY,avFq9errZCk,221194415,31105,https://youtube.com/watch?v=avFq9errZCk
45,Troye Sivan - Dance To This ft. Ariana Grande (Official Video),bhxhNIQBKJI,220450906,11889,https://youtube.com/watch?v=bhxhNIQBKJI
