rank,title,videoId,views,dailyViews,url
1,Alan Walker - Faded,60ItHLz5WEA,3762545708,563205,https://youtube.com/watch?v=60ItHLz5WEA
2,Avicii - Wake Me Up (Official Video),IcrbM1l_BoI,2418110539,273815,https://youtube.com/watch?v=IcrbM1l_BoI
3,a-ha - Take On Me (Official Video) [Remastered in 4K],djV11Xbc914,2095624907,654405,https://youtube.com/watch?v=djV11Xbc914
4,Lukas Graham - 7 Years [Official Music Video],LHCob76kigA,1599593897,297908,https://youtube.com/watch?v=LHCob76kigA
5,Aqua - Barbie Girl (Official Music Video),ZyhrYis509A,1577456483,427440,https://youtube.com/watch?v=ZyhrYis509A
6,"AronChupa, Little Sis Nora - I'm an Albatraoz | OFFICIAL VIDEO",Bznxx12Ptl0,1501787573,225899,https://youtube.com/watch?v=Bznxx12Ptl0
7,Alan Walker - Alone,1-xGerv5FOk,1427797414,202237,https://youtube.com/watch?v=1-xGerv5FOk
8,Europe - The Final Countdown (Official Video),9jK-NcRmVcw,1292839234,198992,https://youtube.com/watch?v=9jK-NcRmVcw
9,Avicii - Waiting For Love,cHHLHGNpCSA,1238640590,323114,https://youtube.com/watch?v=cHHLHGNpCSA
10,Alan Walker - The Spectre,wJnBTPUQS5A,1214349115,246425,https://youtube.com/watch?v=wJnBTPUQS5A
11,Tove Lo - Habits (Stay High) - Hippie Sabotage Remix,SYM-RJwSGQ8,1184342754,248929,https://youtube.com/watch?v=SYM-RJwSGQ8
12,Ylvis - The Fox (What Does The Fox Say?) [Official music video HD],jofNR_WkoCE,1169638501,52838,https://youtube.com/watch?v=jofNR_WkoCE
13,Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video),1y6smkh6c-0,1035209804,232285,https://youtube.com/watch?v=1y6smkh6c-0
14,Avicii - The Nights,UtF6Jej8yb4,948200530,56466,https://youtube.com/watch?v=UtF6Jej8yb4
15,ABBA - Dancing Queen (Official Music Video),xFrGuyw1V8s,946685825,435470,https://youtube.com/watch?v=xFrGuyw1V8s
16,Kygo - Firestone ft. Conrad Sewell (Official Video),9Sc-ir2UwGU,940035057,182702,https://youtube.com/watch?v=9Sc-ir2UwGU
17,Roxette - It Must Have Been Love (Official Music Video),k2C5TjS2sh4,854929028,277195,https://youtube.com/watch?v=k2C5TjS2sh4
18,Zara Larsson - Lush Life,tD4HCZe-tew,853276071,88799,https://youtube.com/watch?v=tD4HCZe-tew
19,Alan Walker - Darkside (feat. Au/Ra and Tomine Harket),M-P4QBt-FWw,758841490,136968,https://youtube.com/watch?v=M-P4QBt-FWw
20,Alan Walker - Sing Me To Sleep,2i2khp_npdE,734048431,68177,https://youtube.com/watch?v=2i2khp_npdE
21,Avicii - Levels,_ovdm2yX4MA,730560930,222718,https://youtube.com/watch?v=_ovdm2yX4MA
22,Axwell /\ Ingrosso - More Than You Know,GsF05B8TFWg,716513076,204544,https://youtube.com/watch?v=GsF05B8TFWg
23,AURORA - Runaway,d_HlPboLRL8,681295993,255854,https://youtube.com/watch?v=d_HlPboLRL8
24,Nico & Vinz - Am I Wrong [Official Music Video],bg1sT4ILG0w,670135038,163210,https://youtube.com/watch?v=bg1sT4ILG0w
25,Galantis - No Money (Official Video),xUVz4nRmxn4,659867996,34509,https://youtube.com/watch?v=xUVz4nRmxn4
26,Kygo & Selena Gomez - It Ain't Me (Audio),D5drYkLiLI8,644603644,39734,https://youtube.com/watch?v=D5drYkLiLI8
27,"Alan Walker, Sabrina Carpenter & Farruko  - On My Way",dhYOPzcsbGM,606724772,173355,https://youtube.com/watch?v=dhYOPzcsbGM
28,Avicii - Hey Brother (Lyric),YxIiPLVR6NA,581756732,54387,https://youtube.com/watch?v=YxIiPLVR6NA
