rank,title,videoId,views,dailyViews,url
1,Siti Badriah - Lagi Syantik (Official Music Video NAGASWARA),Tet6_BlStEM,719130252,54524,https://youtube.com/watch?v=Tet6_BlStEM
2,Armada - Asal Kau Bahagia (Official Lyric Video),py6GDNgye6k,479451411,135552,https://youtube.com/watch?v=py6GDNgye6k
3,Virgoun - Surat Cinta Untuk Starla (Official Lyric Video),FocFked1TbQ,461337986,209301,https://youtube.com/watch?v=FocFked1TbQ
4,Pamungkas - To The Bone (Official Music Video),oIYWenB637c,423190984,139768,https://youtube.com/watch?v=oIYWenB637c
5,YA MAULANA - SABYAN (OFFICIAL MUSIC VIDEO),Ii1jvubIC8g,389015329,23611,https://youtube.com/watch?v=Ii1jvubIC8g
6,YA HABIBAL QOLBI versi SABYAN,8g_wa06LlCA,383982248,22570,https://youtube.com/watch?v=8g_wa06LlCA
7,Virgoun - Bukti (Official Lyric Video),s9NoBV_7yVI,383710640,124891,https://youtube.com/watch?v=s9NoBV_7yVI
8,Andmesh Kamaleng - Cinta Luar Biasa (Official Music Video),FcOctsNXyjk,338698786,137264,https://youtube.com/watch?v=FcOctsNXyjk
9,DEEN ASSALAM - Cover by SABYAN,1OMD_LSELAM,317985190,27908,https://youtube.com/watch?v=1OMD_LSELAM
10,Nella Kharisma - Jaran Goyang | Dangdut [OFFICIAL],8nA-apwq0aY,310238932,37308,https://youtube.com/watch?v=8nA-apwq0aY
11,YA ASYIQOL VERSI SABYAN,0GSsCYgsvG8,307191163,26332,https://youtube.com/watch?v=0GSsCYgsvG8
12,Sandrina - Goyang 2 Jari (Official Music Video),NEJOBXGeVsI,282536295,20111,https://youtube.com/watch?v=NEJOBXGeVsI
13,Repvblik - Aku Takut (Official Lyric Video),9h9a5UgUruA,267397896,18892,https://youtube.com/watch?v=9h9a5UgUruA
14,Virgoun feat. Audy - Selamat (Selamat Tinggal) (Official Lyric Video) | Chapter 4/4,nnZpgbJQVXw,263169378,125220,https://youtube.com/watch?v=nnZpgbJQVXw
15,ANDMESH - HANYA RINDU (OFFICIAL MUSIC VIDEO),CJC5PY5erzI,248559295,92842,https://youtube.com/watch?v=CJC5PY5erzI
16,Last Child - DUKA (Official Lyric Video),8zwz2fVgfVM,231167485,133490,https://youtube.com/watch?v=8zwz2fVgfVM
17,Virzha - Tentang Rindu / Official Music Video,75aBKInkybs,228197558,145822,https://youtube.com/watch?v=75aBKInkybs
18,Via Vallen - Sayang (Official Music Video),UtjFu8c_goE,216013012,13284,https://youtube.com/watch?v=UtjFu8c_goE
19,ROHMAN YA ROHMAN COVER BY SABYAN,t-pCEQp2Y4I,215926708,55380,https://youtube.com/watch?v=t-pCEQp2Y4I
20,Payung Teduh - Akad (Official Music Video),viW0M5R2BLo,210333628,87994,https://youtube.com/watch?v=viW0M5R2BLo
21,Nella Kharisma - KAU TERCIPTA BUKAN UNTUKKU  (Official Music Video),ku2KJfj9UDQ,188192500,20724,https://youtube.com/watch?v=ku2KJfj9UDQ
22,MAHALINI - SISA RASA (OFFICIAL MUSIC VIDEO),Wh66ThpxvI4,182886583,42437,https://youtube.com/watch?v=Wh66ThpxvI4
23,Nella Kharisma - SEBELAS DUABELAS  (Official Music Video),UCJxkAdP4Y4,163685836,22853,https://youtube.com/watch?v=UCJxkAdP4Y4
24,Dadali - Disaat Aku Tersakiti (Official Music Video),IgFyqQwG2mw,158914971,45852,https://youtube.com/watch?v=IgFyqQwG2mw
25,Meraih Bintang - Via Vallen - Official Theme Song Asian Games 2018,1ak17RxcqBQ,153990074,306,https://youtube.com/watch?v=1ak17RxcqBQ
