rank,title,videoId,views,dailyViews,url
1,Luis Fonsi - Despacito ft. Daddy Yankee,kJQP7kiw5Fk,8644826166,738869,https://youtube.com/watch?v=kJQP7kiw5Fk
2,"El Chombo, Dancing Green Alien - Dame Tu Cosita feat. Cutty Ranks (Official Video) [Ultra Records]",FzG4uDgje3M,4951679922,1110402,https://youtube.com/watch?v=FzG4uDgje3M
3,Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song),pRpeEdMmmQ0,4150877146,760015,https://youtube.com/watch?v=pRpeEdMmmQ0
4,"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona",NUsoVlDFqZg,3633313823,459829,https://youtube.com/watch?v=NUsoVlDFqZg
5,"J Balvin, Willy William - Mi Gente (Official Video)",wnJ6LuUFpMo,3445621561,448973,https://youtube.com/watch?v=wnJ6LuUFpMo
6,Shakira - Chantaje (Official Video) ft. Maluma,6Mgqbai3fKo,3024538190,290271,https://youtube.com/watch?v=6Mgqbai3fKo
7,"Pedro Capó, Farruko - Calma (Remix - Official Video)",1_zgKRBrT0Y,2966859640,373468,https://youtube.com/watch?v=1_zgKRBrT0Y
8,Daddy Yankee & Snow - Con Calma (Video Oficial),DiItGE3eAyQ,2950909079,555573,https://youtube.com/watch?v=DiItGE3eAyQ
9,Natti Natasha ❌ Ozuna - Criminal [Official Video],VqEbCxg2bNI,2679641098,413331,https://youtube.com/watch?v=VqEbCxg2bNI
10,"Becky G, Bad Bunny - Mayores (Official Video)",GMFewiplIbw,2508105363,373793,https://youtube.com/watch?v=GMFewiplIbw
11,"Casper, Nio García, Darell, Nicky Jam, Bad Bunny, Ozuna - Te Bote Remix (Video Oficial)",9jI-z9QN6g8,2492849687,204323,https://youtube.com/watch?v=9jI-z9QN6g8
12,"Luis Fonsi, Demi Lovato - Échame La Culpa",TyHvyGVs42U,2404928214,262806,https://youtube.com/watch?v=TyHvyGVs42U
13,"Jhay Cortez, J. Balvin, Bad Bunny - No Me Conoce (Remix)",w2C6RhQBYlg,2358482112,457172,https://youtube.com/watch?v=w2C6RhQBYlg
14,X (EQUIS) - Nicky Jam x J. Balvin | Video Oficial  (Prod. Afro Bros & Jeon),_I_D_8Z4sJE,2276096691,465823,https://youtube.com/watch?v=_I_D_8Z4sJE
15,"Becky G, NATTI NATASHA - Sin Pijama (Official Video)",zEf423kYfqk,2249293682,228735,https://youtube.com/watch?v=zEf423kYfqk
16,Romeo Santos - Propuesta Indecente (Official Video),QFs3PIZb3js,2235893832,645814,https://youtube.com/watch?v=QFs3PIZb3js
17,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin - China (Video Oficial)",0VR3dfZf9Yg,2218508028,280657,https://youtube.com/watch?v=0VR3dfZf9Yg
18,"ROSALÍA, J Balvin - Con Altura (Official Video) ft. El Guincho",p7bfOZek9t4,2211167202,191272,https://youtube.com/watch?v=p7bfOZek9t4
19,Los Ángeles Azules - Nunca Es Suficiente ft. Natalia Lafourcade (Live),k76BgIb89-s,2192480242,439500,https://youtube.com/watch?v=k76BgIb89-s
20,Piso 21 - Déjala Que Vuelva (feat. Manuel Turizo) [Video Oficial],y7d9VLRO3vc,2103984651,492629,https://youtube.com/watch?v=y7d9VLRO3vc
21,J. Balvin - Ay Vamos (Official Video),TapXs54Ah3E,2074464083,349511,https://youtube.com/watch?v=TapXs54Ah3E
22,Daddy Yankee - Dura (Video Oficial),sGIm0-dQd8M,2012443081,208638,https://youtube.com/watch?v=sGIm0-dQd8M
23,Ozuna x Romeo Santos - El Farsante (Remix) (Video Oficial),wfWkmURBNv8,1958795117,279549,https://youtube.com/watch?v=wfWkmURBNv8
24,Danny Ocean -  Me Rehúso (Official Audio),aDCcLQto5BM,1941690903,103231,https://youtube.com/watch?v=aDCcLQto5BM
25,Ricky Martin - Vente Pa' Ca (Official Video) ft. Maluma,iOe6dI2JhgU,1932598600,151163,https://youtube.com/watch?v=iOe6dI2JhgU
26,Una Lady Como Tú - MTZ Manuel Turizo | Video Oficial,VYtJAuoZxcc,1926566991,499805,https://youtube.com/watch?v=VYtJAuoZxcc
27,Maluma - Felices los 4 (Official Video),t_jHrUE5IOk,1925418102,156736,https://youtube.com/watch?v=t_jHrUE5IOk
28,Chino y Nacho - Andas En Mi Cabeza ft. Daddy Yankee (Video Oficial),AMTAQ-AJS4Y,1865018225,299235,https://youtube.com/watch?v=AMTAQ-AJS4Y
29,CNCO - Reggaetón Lento (Bailemos),7jpqqBX-Myw,1840055083,250710,https://youtube.com/watch?v=7jpqqBX-Myw
30,"Carlos Vives, Sebastián Yatra - Robarte un Beso (Official Video)",Mtau4v6foHA,1827687290,378610,https://youtube.com/watch?v=Mtau4v6foHA
31,"Alex Rose  ft. Cazzu, Lenny Tavarez, Lyanno & Rauw Alejandro - Toda (Remix) [Video Oficial]",lKDGxAHZt0E,1814658783,326742,https://youtube.com/watch?v=lKDGxAHZt0E
32,Ozuna - Se Preparó (Video Oficial) | Odisea,KWGrPNqz4uc,1801299031,342187,https://youtube.com/watch?v=KWGrPNqz4uc
33,"Carlos Vives, Shakira - La Bicicleta",-UV0QGLmYys,1732915548,224999,https://youtube.com/watch?v=-UV0QGLmYys
34,Daddy Yankee - Shaky Shaky (Video Oficial),aKuivabiOns,1730163706,108582,https://youtube.com/watch?v=aKuivabiOns
35,CantaJuego - Soy Una Taza (Version Mexico),cgEnBkmcpuQ,1724395285,832583,https://youtube.com/watch?v=cgEnBkmcpuQ
36,Maluma - Corazón (Official Video) ft. Nego do Borel,GmHrjFIWl6U,1704033950,106585,https://youtube.com/watch?v=GmHrjFIWl6U
37,HA-ASH - Lo Aprendí de Ti (Primera Fila - Hecho Realidad [En Vivo]),Uws510cVia4,1669760851,477628,https://youtube.com/watch?v=Uws510cVia4
38,Wisin - Escápate Conmigo (Official Video) ft. Ozuna,3X9wEwulYhk,1667218138,360322,https://youtube.com/watch?v=3X9wEwulYhk
39,Gente de Zona - La Gozadera (Official Video) ft. Marc Anthony,VMp55KH_3wo,1652190217,221241,https://youtube.com/watch?v=VMp55KH_3wo
40,22. Hasta el Amanecer - Nicky Jam | Video Oficial,kkx-7fsiWgg,1623300190,258262,https://youtube.com/watch?v=kkx-7fsiWgg
41,Don Omar - Danza Kuduro ft. Lucenzo,7zp1TbLFPp8,1572629821,354301,https://youtube.com/watch?v=7zp1TbLFPp8
42,"Myke Towers, Farruko, Arcangel, Sech & Zion - Si Se Da Remix (Video Oficial)",CbEst0K063c,1570618801,313968,https://youtube.com/watch?v=CbEst0K063c
43,BAD BUNNY x DRAKE - MÍA (Video Oficial),OSUxrSe5GbI,1568914211,293129,https://youtube.com/watch?v=OSUxrSe5GbI
44,"Anuel AA, KAROL G - Secreto",gFZfwWZV074,1566524623,318037,https://youtube.com/watch?v=gFZfwWZV074
45,"KAROL G, Nicki Minaj - Tusa (Official Video)",tbneQDc2H3I,1560940557,188646,https://youtube.com/watch?v=tbneQDc2H3I
46,"Thalia, NATTI NATASHA - No Me Acuerdo (Official Video)",iQEVguV71sI,1559248237,195399,https://youtube.com/watch?v=iQEVguV71sI
47,Christian Nodal - Adiós Amor (Video Oficial),ETLoTxVVvjM,1557843791,278194,https://youtube.com/watch?v=ETLoTxVVvjM
48,"Enrique Iglesias - SUBEME LA RADIO (Official Video) ft. Descemer Bueno, Zion & Lennox",9sg-A-eS6Ig,1547666484,126718,https://youtube.com/watch?v=9sg-A-eS6Ig
