rank,title,videoId,views,dailyViews,url
1,Ed Sheeran - Shape of You (Official Music Video),JGwWNGJdvx8,6406382324,535414,https://youtube.com/watch?v=JGwWNGJdvx8
2,Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars,OPf0YbXqDm0,5468602307,1009554,https://youtube.com/watch?v=OPf0YbXqDm0
3,Ed Sheeran - Perfect (Official Music Video),2Vv-BfVoq4g,3879996746,546899,https://youtube.com/watch?v=2Vv-BfVoq4g
4,Ed Sheeran - Thinking Out Loud (Official Music Video),lp-EO5I60KA,3846691216,304532,https://youtube.com/watch?v=lp-EO5I60KA
5,Passenger | Let Her Go (Official Video),RBumgq5yVrA,3773786404,469215,https://youtube.com/watch?v=RBumgq5yVrA
6,Adele - Hello (Official Music Video),YQHsXMglC9A,3186111127,170688,https://youtube.com/watch?v=YQHsXMglC9A
7,Dua Lipa - New Rules (Official Music Video),k2qgadSvNyU,3111830839,280146,https://youtube.com/watch?v=k2qgadSvNyU
8,Clean Bandit - Rockabye (feat. Sean Paul & Anne-Marie) [Official Video],papuvlVeZg8,3028445121,454275,https://youtube.com/watch?v=papuvlVeZg8
9,"Calvin Harris, Rihanna - This Is What You Came For (Official Video)",kOkQ4T5WO9E,2831458805,269946,https://youtube.com/watch?v=kOkQ4T5WO9E
10,Adele - Rolling in the Deep (Official Music Video),rYEDA3JcQqw,2625644382,427243,https://youtube.com/watch?v=rYEDA3JcQqw
11,Ellie Goulding - Love Me Like You Do (Official Video),AJtDXIazrMo,2359950644,160277,https://youtube.com/watch?v=AJtDXIazrMo
12,Adele - Someone Like You (Official Music Video),hLQl3WQQoQ0,2276513784,355066,https://youtube.com/watch?v=hLQl3WQQoQ0
13,ZAYN - Dusk Till Dawn (Official Video) ft. Sia,tt2k8PGm-TI,2235463105,415700,https://youtube.com/watch?v=tt2k8PGm-TI
14,Coldplay - Hymn For The Weekend (Official Video),YykjpeuMNEk,2122023676,705607,https://youtube.com/watch?v=YykjpeuMNEk
15,"Jessie J - Bang Bang ft. Ariana Grande, Nicki Minaj",0HDdjwpPM3Y,2043805028,217091,https://youtube.com/watch?v=0HDdjwpPM3Y
16,Rag'n'Bone Man - Human (Official Video),L3wKzyIN1yk,1987261134,427470,https://youtube.com/watch?v=L3wKzyIN1yk
17,Coldplay - Paradise (Official Video),1G4isv_Fylg,1929144322,551745,https://youtube.com/watch?v=1G4isv_Fylg
18,Queen – Bohemian Rhapsody (Official Video Remastered),fJ9rUzIMcZQ,1883751791,428250,https://youtube.com/watch?v=fJ9rUzIMcZQ
19,Sam Smith - I'm Not The Only One (Official Music Video),nCkpzqqog4k,1753247511,62041,https://youtube.com/watch?v=nCkpzqqog4k
20,James Arthur - Say You Won't Let Go,0yW7w8F2TVA,1720421459,191420,https://youtube.com/watch?v=0yW7w8F2TVA
