rank,title,videoId,views,dailyViews,url
1,Fifth Harmony - Work from Home (Official Video) ft. Ty Dolla $ign,5GL9JoH4Sws,2932772360,365729,https://youtube.com/watch?v=5GL9JoH4Sws
2,Fifth Harmony - Worth It (Official Video) ft. Kid Ink,YBHQbu5rbdQ,2327438917,335433,https://youtube.com/watch?v=YBHQbu5rbdQ
3,BLACKPINK - ‘뚜두뚜두 (DDU-DU DDU-DU)’ M/V,IHNzOHi8sJs,2271765670,371876,https://youtube.com/watch?v=IHNzOHi8sJs
4,BLACKPINK - 'Kill This Love' M/V,2S24-y0Ij3Y,2054925929,497005,https://youtube.com/watch?v=2S24-y0Ij3Y
5,BLACKPINK - 'How You Like That' DANCE PERFORMANCE VIDEO,32si5cfrCNc,1777841668,872684,https://youtube.com/watch?v=32si5cfrCNc
6,BLACKPINK - '붐바야 (BOOMBAYAH)' M/V,bwmSjveL3Lc,1759614101,315511,https://youtube.com/watch?v=bwmSjveL3Lc
7,BLACKPINK - '마지막처럼 (AS IF IT'S YOUR LAST)' M/V,Amq-qlqbjYA,1426754681,269402,https://youtube.com/watch?v=Amq-qlqbjYA
8,BLACKPINK - 'How You Like That' M/V,ioNng23DkIM,1316001981,152339,https://youtube.com/watch?v=ioNng23DkIM
9,Little Mix - Black Magic (Official Video),MkElfR_NPBI,1076850371,170750,https://youtube.com/watch?v=MkElfR_NPBI
10,BLACKPINK - 'Ice Cream (with Selena Gomez)' M/V,vRXZj0DzXIA,944820476,180565,https://youtube.com/watch?v=vRXZj0DzXIA
11,BLACKPINK - ‘Pink Venom’ M/V,gQlMMD8auMs,937163011,414223,https://youtube.com/watch?v=gQlMMD8auMs
12,BLACKPINK - '휘파람 (WHISTLE)' M/V,dISNgvVpWlo,915542981,150222,https://youtube.com/watch?v=dISNgvVpWlo
13,The Pussycat Dolls - Buttons (Official Music Video) ft. Snoop Dogg,VCLxJd1d84s,908603647,304121,https://youtube.com/watch?v=VCLxJd1d84s
14,BLACKPINK - '불장난 (PLAYING WITH FIRE)' M/V,9pdj4iJD08s,906572192,153235,https://youtube.com/watch?v=9pdj4iJD08s
15,"TWICE ""What is Love?"" M/V",i0p1bmr0EmE,829593652,177824,https://youtube.com/watch?v=i0p1bmr0EmE
16,BLACKPINK - 'Lovesick Girls' M/V,dyRsYk0LyA8,792888357,196687,https://youtube.com/watch?v=dyRsYk0LyA8
17,The Chipettes - Single Ladies (Official Music Video),-RP19fnff_c,722588267,90520,https://youtube.com/watch?v=-RP19fnff_c
18,BLACKPINK - ‘Shut Down’ M/V,POe9SOEKotk,701191145,300824,https://youtube.com/watch?v=POe9SOEKotk
19,"TWICE ""TT"" M/V",ePpPVE-GGJw,694787453,49966,https://youtube.com/watch?v=ePpPVE-GGJw
20,Spice Girls - Wannabe (Official Music Video),gJLIiF15wjQ,673021316,88925,https://youtube.com/watch?v=gJLIiF15wjQ
21,"TWICE ""FANCY"" M/V",kOHB85vDuow,652694543,89898,https://youtube.com/watch?v=kOHB85vDuow
22,[MV] MOMOLAND (모모랜드) _ BBoom BBoom (뿜뿜),JQGRg8XBnB4,652323453,75282,https://youtube.com/watch?v=JQGRg8XBnB4
23,"TWICE ""LIKEY"" M/V",V2hlQkVJZhE,636134933,53742,https://youtube.com/watch?v=V2hlQkVJZhE
24,JISOO - ‘꽃(FLOWER)’ M/V,YudHcBIxlYw,574232417,328857,https://youtube.com/watch?v=YudHcBIxlYw
25,"TWICE ""CHEER UP"" M/V",c7rCyll5AeY,570652141,51872,https://youtube.com/watch?v=c7rCyll5AeY
26,Little Mix - Secret Love Song (Official Video) ft. Jason Derulo,qgy7vEje5-w,557138702,179267,https://youtube.com/watch?v=qgy7vEje5-w
27,"ITZY ""WANNABE"" M/V @ITZY",fE2h3lGlOsk,555367080,40394,https://youtube.com/watch?v=fE2h3lGlOsk
28,The Pussycat Dolls - Don't Cha (Official Music Video) ft. Busta Rhymes,YNSxNsr4wmA,549857735,213749,https://youtube.com/watch?v=YNSxNsr4wmA
29,"TWICE ""I CAN'T STOP ME"" M/V",CM4CkVFmTds,536299546,39665,https://youtube.com/watch?v=CM4CkVFmTds
30,"TWICE ""Feel Special"" M/V",3ymwOvzhwHs,523872571,70597,https://youtube.com/watch?v=3ymwOvzhwHs
31,BLACKPINK - 'Kill This Love' DANCE PRACTICE VIDEO (MOVING VER.),MOwaUlXZxkI,522679593,79391,https://youtube.com/watch?v=MOwaUlXZxkI
32,"TWICE ""Like OOH-AHH(OOH-AHH하게)"" M/V",0rtV5esQT6I,510340474,45133,https://youtube.com/watch?v=0rtV5esQT6I
33,BLACKPINK - '뚜두뚜두 (DDU-DU DDU-DU)' DANCE PRACTICE VIDEO (MOVING VER.),jOJbXvjZ-cQ,507292936,33059,https://youtube.com/watch?v=jOJbXvjZ-cQ
34,Little Mix - Shout Out to My Ex (Official Video),bFDzhKdrN9M,494367279,35263,https://youtube.com/watch?v=bFDzhKdrN9M
35,Little Mix - Hair (Official Video) ft. Sean Paul,kgUpRwMeRr4,487190060,28270,https://youtube.com/watch?v=kgUpRwMeRr4
36,Fifth Harmony - All In My Head (Flex) (Official Video) ft. Fetty Wap,jsbeemdD2rQ,475013129,19773,https://youtube.com/watch?v=jsbeemdD2rQ
37,"TWICE ""Heart Shaker"" M/V",rRzxEiBLQCA,470242954,44363,https://youtube.com/watch?v=rRzxEiBLQCA
38,"TWICE ""The Feels"" M/V",f5_wn8mexmM,470187687,116048,https://youtube.com/watch?v=f5_wn8mexmM
39,TLC - No Scrubs (Official HD Video),FrLequ6dUdM,460445980,236899,https://youtube.com/watch?v=FrLequ6dUdM
40,Haschak Sisters - Like A Girl,y7L9kfTzU2k,445329283,49053,https://youtube.com/watch?v=y7L9kfTzU2k
41,Little Mix - Power (Official Video) ft. Stormzy,Dw8B1q1tKgs,438729494,55276,https://youtube.com/watch?v=Dw8B1q1tKgs
42,[MV] 마마무(MAMAMOO) - HIP,KhTeiaCezwM,432833110,72888,https://youtube.com/watch?v=KhTeiaCezwM
43,"TWICE ""YES or YES"" M/V",mAKsZ26SabQ,423664349,49099,https://youtube.com/watch?v=mAKsZ26SabQ
44,Red Velvet 레드벨벳 'Bad Boy' MV,J_CFBjAyPWE,418648592,54491,https://youtube.com/watch?v=J_CFBjAyPWE
45,Destiny's Child - Say My Name (Official Video),sQgd6MccwZc,415973026,114756,https://youtube.com/watch?v=sQgd6MccwZc
46,"CNCO, Little Mix - Reggaetón Lento (Remix) [Official Video]",UONnRMuuDps,408588106,42891,https://youtube.com/watch?v=UONnRMuuDps
